她	538651
运	538494
水	537423
称	537207
涨	535085
少	535066
专	534443
传	533366
支	528612
易	528225
先	527368
色	526600
取	526158
直	524021
约	520845
件	520831
头	519426
未	519184
率	518584
台	518298
处	517704
超	517633
张	517525
需	510300
每	508833
使	506746
别	506445
活	505081
反	504668
房	503730
推	503658
单	500135
原	500114
组	499981
级	499662
跌	498631
规	498222
升	497466
银	497343
广	497007
代	495984
论	494355
求	493661
变	492160
板	488243
游	486703
技	485680
老	485516
议	483096
程	480101
G	477836
购	477771
评	476415
注	473881
集	472980
知	471330
B	470044
英	469944
世	469270
讯	468525
统	468002
巴	466103
走	464504
观	464404
企	464007
友	463613
济	462012
或	461671
士	461347
院	461007
各	457484
值	457177
演	456171
流	456057
风	455513
望	455029
款	454654
术	453825
放	453742
教	453430
标	452938
王	448436
d	444265
获	444145
具	443794
决	442002
路	440960
带	440491
E	440418
幅	439578
立	438200
阿	438163
四	437906
m	437800
准	437272
际	437107
话	436370
完	435238
物	435005
c	434415
足	434323
局	433622
权	432696
型	432204
卡	432190
备	431787
参	429875
始	428181
节	428139
售	426236
口	426117
几	425966
试	425586
营	424258
转	423706
米	421272
创	421210
导	420235
军	419596
案	417284
项	416985
浪	416888
界	415291
像	413987
领	413851
光	413023
尼	412586
罗	411577
h	411463
销	410116
造	410052
客	409074
校	408012
图	407341
南	405908
复	402589
仅	402224
团	400074
则	399399
空	399349
城	399297
快	398422
十	397937
连	397409
服	397076
供	396966
师	396674
博	396019
采	393820
确	390272
难	389933
星	385950
查	385606
李	383798
戏	379145
步	377417
O	375320
况	374973
欧	374965
半	373157
片	372712
站	370940
育	370414
才	370345
均	368334
货	368224
热	365565
何	365488
把	364805
奥	364680
随	363495
速	360285
深	360283
功	359131
容	357871
又	357795
质	356760
港	355094
号	354536
优	354043
气	353617
终	353418
希	352708
维	350430
包	349472
真	348352
击	347557
配	343256
太	342399
研	341671
财	340677
改	340097
引	338525
即	338403
限	337316
买	336836
模	336730
H	335992
形	335623
且	335401
胜	335141
失	333172
牌	332763
类	330574
票	329286
响	327593
效	327312
助	327165
存	327044
划	326283
段	326105
双	324789
兰	324336
办	323645
见	323038
u	322433
什	321570
山	321513
策	320773
根	320055
仍	319966
融	317220
装	314496
某	313608
言	313261
清	312333
排	311630
N	311304
媒	310772
态	309711
L	308846
爱	308725
男	308548
F	307774
社	307449
置	307219
继	307119
券	306692
益	305845
争	304223
构	302520
共	301559
拍	301030
候	297986
绩	297877
环	297238
曾	296518
普	296516
招	295869
微	295781
降	293976
越	293745
五	293455
警	293348
照	292867
控	292418
昨	292248
络	290908
源	290509
众	289941
红	289549
录	289364
险	288273
林	287784
火	286301
底	286198
请	285934
额	285542
儿	282759
除	282743
防	281009
许	280972
觉	280473
负	279712
居	279651
却	279371
住	277077
短	276064
条	275389
另	274880
精	274534
离	273927
断	272760
器	272117
算	270868
举	269595
花	269001
够	268648
便	268209
必	265462
致	265449
练	265296
早	264845
奖	264227
州	264007
府	263433
素	262882
料	261307
p	260759
纳	260410
破	259779
攻	259536
百	259086
冠	258224
黄	257485
V	255466
索	255359
陈	255086
g	253240
晚	253107
虽	252750
否	251060
边	250677
角	250589
往	250554
午	250233
协	249621
露	248898
满	248553
历	248293
轮	248208
油	247224
减	247116
究	246500
医	246441
卫	246418
列	246129
责	243261
象	242837
极	242407
落	242360
书	242176
剧	242169
伤	241197
依	241153
波	240568
它	240343
突	240217
属	240187
尽	239919
块	239143
刚	239125
测	238811
压	238171
频	237855
钟	237681
夫	237491
兴	237250
积	236990
歌	236081
R	235635
监	235517
职	235333
择	235062
钱	234439
y	234272
江	234132
切	231303
拿	231258
刘	231114
移	230931
富	229944
轻	229694
洲	229674
景	229428
志	227707
初	227376
远	227318
篮	227190
施	227002
留	223907
白	222471
声	220890
音	220774
币	220550
省	220125
担	217157
店	216773
字	216489
诉	216487
访	216045
b	215791
验	215581
奇	214943
版	214906
K	214662
债	214638
互	214219
宝	213850
材	213507
摄	213459
香	213392
神	213387
岁	213229
委	212817
语	212754
欢	212584
范	212143
习	211064
孩	210645
状	210546
稳	210531
占	209159
官	209067
找	208886
析	208089
玩	208068
按	207979
围	207089
停	206231
宣	205714
席	205358
判	203424
左	202526
亲	202321
w	200035
跟	200026
送	199931
彩	199370
喜	198732
谈	198426
龙	198112
申	197916
括	197069
佳	197030
卖	196570
核	196428
愿	195880
透	195117
批	194971
托	194741
右	194195
独	193395
W	193103
待	193083
略	192453
换	192409
阳	191974
石	191883
竞	191376
承	191337
史	191002
差	190995
班	189848
楼	189327
紧	188788
例	188708
补	188467
境	188138
域	187862
适	186849
命	186820
层	186668
疑	186511
闻	186465
净	185771
k	185585
错	185050
套	184563
止	183073
纪	182769
迷	182507
雷	182329
笔	181604
激	181205
弹	181169
福	180425
介	180221
思	180191
苏	179915
黑	179186
付	178900
听	178557
码	178410
诺	178337
绝	178036
充	177894
识	176786
伊	176434
威	175554
冲	175501
死	174796
森	174605
软	174481
严	174457
眼	174442
韩	173917
令	173888
审	173474
尚	173364
拥	173247
临	172874
青	172682
婚	170934
端	170759
义	169535
艺	169221
康	168748
治	167845
播	167791
帮	164894
震	164822
训	164767
杯	164429
密	164288
乎	163744
农	163355
护	162500
飞	161711
曼	161278
甚	161145
央	161026
X	160899
危	160833
萨	158996
巨	156818
朋	156649
室	156190
守	156162
村	155925
律	155862
松	155596
签	155343
铁	155245
背	155148
追	154183
执	154028
似	153269
润	152873
病	152841
余	152510
春	152338
念	151964
汇	151231
缺	149791
盟	149585
读	149118
简	148878
亮	147944
细	147808
迪	147466
智	147377
武	147375
修	147069
阵	146334
操	145741
须	145721
焦	145690
U	145540
董	145005
登	144923
束	144659
免	144626
迎	144563
写	144535
退	144425
谢	144379
假	144015
遇	143466
泰	143181
虑	142237
射	141676
锋	141396
湖	140884
盛	140661
健	140511
派	139952
检	139657
六	139458
杨	139249
温	139106
倍	138920
估	138633
厂	138616
仓	138476
幕	138330
杀	137909
盈	137822
救	137571
f	137469
酒	137148
裁	136951
副	136668
贷	136524
千	136483
土	135967
云	135666
秀	135505
善	135237
庭	134859
输	134721
印	134375
航	133965
怎	133869
伦	133728
遭	133631
键	133352
干	133258
娱	132819
届	132716
母	132654
损	132630
故	132614
讲	132471
借	132360
药	131824
园	131250
鲁	130735
败	130416
姆	130215
犯	129775
答	129683
宁	129492
绍	129213
屏	129179
莱	128907
截	128766
庆	128613
编	128095
逐	128005
织	127140
唱	126638
群	125947
杰	125755
v	125714
笑	125525
爆	125451
钢	125245
洛	125216
良	124245
抢	124242
脑	124068
阶	123998
述	123338
扩	123237
坚	123205
夏	123181
养	123139
牛	123064
哈	122870
吸	122689
察	122593
吧	122427
吃	122044
丽	121809
蒂	121525
味	120938
储	120936
食	120721
丰	120664
尤	120325
毕	120284
悉	120186
河	120116
Q	119312
刻	119074
镜	118672
征	118309
瑞	118080
章	118017
父	117982
塔	117648
俱	117322
梅	117301
夺	116540
坛	116467
菲	116196
古	116082
综	116047
八	115938
害	115141
寸	114944
禁	114449
纷	114298
久	114179
画	113946
汉	113663
延	113564
趋	112919
皮	112765
般	112240
沪	111586
典	111469
惠	111076
库	111015
私	110879
倒	110650
贝	110585
搭	110241
旗	109814
距	109768
顺	109648
顿	109586
享	109371
礼	109348
折	108868
衣	108780
附	108581
课	108352
陆	108326
肯	108063
急	108036
赢	107980
税	107890
脚	107781
缩	107476
盖	107434
载	107287
搜	107153
牙	107027
刺	106875
弱	106742
伟	106731
罪	106497
涉	106405
启	106364
吉	106215
顾	105964
呢	105880
竟	105671
荡	105616
哥	105348
赵	105274
顶	105160
汽	105047
惊	104752
烈	104558
吴	104135
休	103736
孙	103602
木	103033
靠	102875
勒	102492
蓝	102476
罚	101593
朝	101401
麦	101342
概	101266
座	100872
沙	100413
塞	100329
归	100004
朗	99997
暴	99846
吨	99714
永	99648
晓	99616
静	99236
圈	98886
党	98881
恒	98844
雅	98763
哪	98736
础	98728
宏	98405
旅	98361
促	98023
箭	98006
穿	97764
挥	97700
峰	97551
辑	97384
皇	97323
零	97314
询	97213
谷	96982
莫	96858
异	96525
触	96351
晶	96284
档	96233
困	96201
挑	96034
帅	95986
恩	95788
滑	95616
跑	95353
甲	95111
误	94903
荐	94773
末	94605
宽	94436
避	94333
J	94115
湾	93924
累	93647
九	93392
偏	93299
谁	93271
针	92963
予	92856
晨	92758
援	92324
熟	92055
渐	92051
七	91917
嘉	91773
妈	91598
凯	91563
释	91487
吗	91331
订	91120
丹	91119
血	90729
革	90666
坦	90662
暂	90348
跳	90116
替	89825
封	89790
街	89096
词	88677
趣	88398
梦	88336
劳	87910
摩	87741
迅	87465
姚	87127
探	86844
您	86656
赶	86464
灵	86384
筹	86189
召	86134
曲	86067
伯	86026
措	85999
舞	85989
县	85980
掉	85958
叫	85602
埃	85566
寻	85361
齐	85169
培	84706
贵	84515
硬	84249
努	84133
若	83629
弗	83441
胡	83346
坐	83068
赔	83047
幸	82625
俄	82618
讨	82569
旧	82342
瓦	82277
豪	81973
淘	81946
鲜	81688
含	81606
馆	81604
募	81333
扬	81241
姐	81106
圳	81022
x	80853
冰	80594
郑	80311
魔	80266
洋	80186
澳	80174
违	80133
锦	79887
岛	79857
缓	79757
序	79512
杆	79488
映	79282
抗	79252
著	79248
筑	79164
秘	79081
夜	78450
玉	78448
贴	78377
冷	78179
怀	78132
绿	78058
毒	78017
苹	77845
饰	77784
徐	77727
握	77712
榜	77412
租	77068
毛	76644
田	76526
疗	75722
苦	75698
朱	75614
族	75595
郭	75587
佩	75477
妻	75397
劲	75173
液	75126
障	74843
镇	74723
煤	74485
怕	74401
恐	74201
秒	74185
纽	74161
抓	74138
弟	74030
荣	73812
丁	73635
掌	73199
呼	73156
棋	73055
固	72902
翻	72846
宜	72674
嫌	72563
潮	72352
雨	72345
架	72317
亡	72310
慢	72283
斗	72094
刑	71957
授	71809
遍	71558
矿	71509
戴	71430
献	71418
丝	71332
兵	71064
句	70800
杂	70799
册	70752
励	70716
账	70250
虎	70101
亏	69979
餐	69481
宾	69471
弃	68988
撑	68967
贸	68844
侧	68824
伙	68802
沃	68681
帕	68467
川	68450
跃	68448
散	68097
乔	67808
遗	67587
隆	67335
旦	67192
勇	67138
伴	67060
z	66859
符	66597
潜	66426
雄	66362
偿	66248
楚	66208
拟	66201
唐	66016
扎	65993
聚	65764
唯	65711
杜	65707
豆	65478
雪	64778
迹	63893
童	63874
披	63692
诚	63438
辆	63155
呈	62993
既	62969
泽	62397
腾	62389
扣	62289
恢	62040
谓	61940
邮	61930
凌	61855
伍	61781
狂	61590
胀	61484
纸	61461
_	61009
梁	60975
厅	60901
粉	60865
洪	60671
纯	60655
恶	60452
携	60297
藏	60269
衡	60177
脱	60118
乡	60101
忧	59936
宗	59729
阅	59695
振	59655
默	59488
津	59367
灾	59354
赞	59293
抵	59277
厚	59024
凭	58756
毫	58739
亦	58493
途	58363
饭	58329
宇	58235
穆	58210
醒	58143
酷	57825
挂	57506
Y	57020
阻	56995
灯	56940
脸	56877
曝	56758
乱	56649
俊	56510
拜	56236
堂	56167
恋	55985
圣	55914
骗	55904
痛	55737
敏	55736
署	55638
坏	55505
炒	55485
蒙	55415
铜	55404
欣	55310
巧	55191
卷	55017
返	54962
鹏	54640
尾	54623
鱼	54523
刀	54338
渠	54229
洗	54210
忙	54146
拒	54062
摆	53685
冬	53627
硕	53549
兼	53473
隐	53459
妇	53422
邀	53308
韦	53232
舒	53226
卢	53219
邓	53168
船	53105
熊	52927
漫	52817
菜	52495
虚	52424
填	52411
剩	52332
枪	52244
薪	52101
屋	52048
陷	52048
Z	51998
链	51800
乏	51776
浦	51732
逊	51722
逃	51585
沉	51579
闭	51561
艾	51463
树	51330
缘	51119
洁	50944
乌	50838
桥	50812
混	50674
敬	50614
鼓	50482
池	50473
霍	50372
邦	50220
辉	50021
袭	50003
沈	50000
宅	49934
锁	49893
淡	49810
慎	49776
踢	49773
秋	49716
洞	49635
赫	49624
龄	49419
薄	49397
仪	49361
绪	49301
草	49138
暗	49109
耳	49063
拓	48918
敢	48401
野	48291
箱	48239
迈	48141
佛	48030
迫	47739
抱	47595
咨	47485
抽	47064
怪	46986
黎	46842
拖	46817
赚	46757
惯	46649
盗	46370
肉	46215
妹	46112
琳	45888
暖	45727
页	45535
腊	45465
患	45391
祝	45341
骨	45330
刊	45290
忆	45197
贡	45168
啊	45129
尺	45044
浙	44851
迟	44820
爸	44781
陶	44747
拼	44667
奋	44664
乘	44630
侵	44435
敦	44374
撞	44358
桑	44306
糖	44295
横	44245
偶	43963
驾	43818
辛	43721
贾	43638
敌	43504
鉴	43421
挺	43381
剑	43251
姓	43186
叶	43116
誉	43065
芯	43025
扮	43024
仁	42997
猛	42950
跨	42872
彻	42682
娜	42678
谨	42589
昌	42541
炭	42479
稿	42454
凡	42397
炸	42297
欲	42296
览	42049
抛	42028
芝	41984
递	41983
搞	41913
宋	41891
详	41852
冯	41837
稍	41800
床	41795
戈	41719
阴	41667
柏	41603
珠	41593
畅	41581
聘	41495
烟	41420
沟	41003
忘	40967
仔	40879
庄	40786
泛	40696
廉	40578
捕	40561
圆	40466
逼	40208
染	40190
繁	40086
偷	39989
聊	39871
荷	39828
拆	39792
揭	39772
柜	39758
址	39747
巡	39660
捷	39530
覆	39428
涛	39423
胶	39402
蔡	39323
肥	39301
麻	39173
番	39102
辨	39094
驻	39010
泡	38938
殊	38918
惜	38826
尊	38819
颇	38777
慧	38679
隔	38526
诸	38518
宫	38426
扰	38356
兹	38337
孔	38326
逆	38307
燃	38306
兄	38038
睡	37940
押	37899
赌	37896
踪	37893
赴	37865
督	37814
尝	37614
闪	37581
墙	37076
泥	37013
漏	36713
辞	36635
君	36587
捐	36541
籍	36511
冒	36447
耐	36430
祖	36395
窗	36201
腿	36156
岸	36145
旁	36117
倾	36077
饮	36075
胁	36048
廷	35939
兑	35917
颜	35726
拨	35599
坡	35546
谋	35450
桶	35435
喝	35377
径	35172
帖	35134
篇	35132
棉	35113
舍	35048
挫	35031
摸	35003
赖	34989
翔	34941
骑	34883
徒	34845
艳	34843
茨	34832
詹	34761
闲	34711
耶	34588
疲	34572
拔	34534
逾	34514
奶	34402
瓜	34231
寿	34170
栏	34155
晋	34087
玲	33930
氛	33894
猜	33722
芳	33668
婆	33608
添	33556
忠	33469
燕	33414
腰	33395
潘	33365
幻	33227
恰	33206
疯	33039
灰	33021
珍	32767
墨	32727
瓷	32649
昂	32516
汗	32513
烧	32484
杭	32478
耗	32476
辽	32465
妙	32462
贯	32438
枚	32425
劫	32384
祥	32376
粮	32348
铝	32287
耀	32209
赏	32203
役	32142
涯	32100
驶	31959
奈	31888
纠	31840
塑	31743
霸	31736
铺	31640
磨	31613
丢	31411
丈	31387
轨	31369
厦	31204
绕	31112
悲	31091
曹	31059
奔	31054
翰	31040
猫	31022
旬	31014
陪	30877
植	30853
残	30835
奏	30828
症	30790
碰	30784
摇	30778
汤	30634
颖	30511
捧	30483
仿	30474
晰	30463
鞋	30434
掘	30416
沿	30292
颁	30267
允	30229
肖	30153
涂	30095
炼	30059
琼	30042
甘	30018
浴	30015
诗	29976
忽	29956
兽	29924
镑	29913
诞	29788
艰	29763
俗	29742
寒	29648
紫	29633
旺	29543
闹	29536
烦	29502
诈	29436
浮	29403
堡	29376
斌	29341
插	29318
剂	29278
柱	29246
仙	29172
怒	29167
愈	29101
芬	29097
纹	29075
凤	29063
宿	28950
盾	28944
卓	28941
胸	28941
勤	28740
忍	28689
扫	28634
漂	28612
挡	28610
悦	28583
邻	28564
欠	28464
伏	28435
描	28366
姜	28306
帝	28293
羊	28155
疆	28061
葡	28059
撤	28012
井	27909
斤	27873
霆	27837
懂	27781
栋	27739
侠	27696
汪	27670
惨	27577
浓	27576
赠	27559
怡	27546
械	27446
驱	27410
墅	27386
尖	27338
孕	27274
壁	27219
攀	27171
蛋	27141
译	27112
悬	27078
郎	27065
憾	27030
玛	27023
喊	26934
擎	26922
泉	26897
堪	26875
迁	26862
舰	26862
稀	26729
辅	26719
妨	26696
刷	26674
爷	26563
瓶	26488
侦	26459
污	26334
裕	26254
碍	26199
削	26175
牵	26170
孟	26168
衰	26142
岗	26056
胆	26005
挖	26002
纲	25885
疾	25845
矛	25842
慈	25833
彭	25824
莉	25806
鸟	25790
棒	25780
浩	25773
猪	25708
鸿	25690
汰	25596
伸	25574
朴	25436
钻	25393
诊	25338
狗	25336
哭	25301
嘴	25286
抑	25191
娘	25171
秦	25159
缴	25128
涵	25114
摘	25083
赤	25072
萄	24953
甜	24928
割	24874
旭	24749
框	24688
帽	24522
溢	24473
扑	24460
滨	24429
纵	24162
泳	24141
昆	24089
哲	24029
袋	23963
胎	23925
渡	23867
谊	23814
裂	23767
肩	23711
逢	23698
讼	23527
拘	23480
泪	23453
毅	23417
贺	23414
碳	23408
亨	23401
翼	23380
毁	23358
踏	23303
琴	23253
诱	23249
庞	23199
寄	23150
厨	23142
犹	23087
锐	23074
磊	23052
幼	23027
糕	23027
吕	22939
彼	22938
壮	22930
梯	22847
抖	22774
桌	22721
裤	22702
搬	22568
砍	22509
戒	22442
炮	22431
废	22403
酬	22385
侯	22358
骂	22348
玻	22267
滚	22224
浏	22154
凶	22119
睿	22113
泄	22110
屡	22066
宠	21992
旋	21981
扶	21960
妮	21951
歉	21939
柔	21893
砖	21777
俩	21731
颗	21642
厉	21621
绑	21606
鸡	21602
鼎	21593
宴	21571
苗	21558
狼	21535
敲	21528
惑	21463
尘	21420
鹰	21411
魅	21405
氏	21324
雯	21295
鑫	21280
狱	21214
扭	21180
壳	21171
姿	21120
循	21022
羽	21005
j	20970
姻	20960
傅	20943
赎	20850
乳	20825
辩	20805
牢	20799
窃	20727
御	20676
魏	20588
陕	20577
拳	20562
尸	20411
酸	20347
崔	20320
袖	20277
虹	20271
契	20246
袁	20236
裙	20191
窄	20136
杉	20086
怨	20058
遥	20043
弄	20016
莎	19977
蒋	19938
吁	19929
涌	19883
瘦	19879
叹	19863
劣	19805
寓	19803
灭	19791
鹿	19753
坎	19707
薇	19698
茶	19681
蕾	19629
蓄	19595
糟	19573
璃	19556
纤	19539
怖	19467
吹	19371
谭	19327
堆	19301
辈	19278
飙	19196
奢	19186
歧	19164
鬼	19163
炉	19102
娃	19093
寨	19081
莞	19076
摊	19049
邵	19039
兆	19015
悄	18925
漆	18830
乃	18793
萎	18773
丧	18762
娇	18743
柳	18688
轰	18656
孤	18644
聪	18579
霞	18517
婷	18498
驰	18482
慌	18422
愤	18403
琪	18396
舟	18369
爵	18362
拦	18330
徽	18266
挤	18212
阔	18208
岩	18153
锡	18069
贫	18065
伐	18014
卧	17997
粗	17984
斥	17927
雇	17892
砸	17877
坤	17847
夸	17784
睛	17733
沫	17732
臣	17714
履	17658
疼	17656
匹	17564
晖	17501
岭	17446
裸	17379
践	17360
抄	17358
纺	17339
桂	17323
吊	17319
抬	17315
貌	17266
慰	17222
闯	17218
劝	17175
骏	17163
脂	17146
贤	17121
垫	17111
腹	17096
绎	17090
鲍	17068
赋	17050
碎	17041
鸣	17033
鼠	16999
郁	16987
q	16959
衫	16941
瞬	16925
滞	16897
堵	16894
魂	16794
脏	16753
乒	16730
弥	16716
爽	16678
喷	16676
肃	16671
乙	16664
柯	16657
楠	16634
膜	16630
吐	16624
肤	16622
胞	16513
串	16500
掩	16436
妆	16401
尬	16384
皆	16381
冻	16380
尴	16341
昊	16317
茂	16311
垃	16308
圾	16304
睐	16279
垄	16132
擦	16100
吓	16040
淀	16010
扳	16000
谱	15918
炎	15905
玮	15887
彦	15857
蜂	15853
蜜	15844
啦	15808
窝	15670
欺	15664
挣	15635
奕	15631
瘾	15528
肌	15526
罢	15522
桃	15521
夹	15493
婴	15488
铭	15468
穷	15452
飘	15434
嫁	15420
逸	15415
奉	15409
傲	15388
橡	15383
碑	15343
葛	15323
脉	15294
疫	15254
逻	15235
腐	15223
衔	15198
岳	15117
埋	15115
谐	15109
矶	15048
姑	14985
删	14982
慕	14943
饱	14917
催	14889
趁	14884
涅	14862
澄	14850
旨	14840
靓	14703
妥	14701
伪	14659
橱	14651
粒	14624
荒	14608
巩	14575
暑	14550
狐	14548
遵	14515
邱	14514
丑	14512
盲	14501
盼	14501
湘	14501
佐	14380
峻	14357
糊	14276
崇	14256
醉	14221
忌	14189
揽	14187
槛	14141
狠	14136
烂	14111
颈	14110
萍	14058
闷	14029
轴	13963
扁	13935
撰	13879
躲	13872
冕	13865
掀	13855
煌	13852
悍	13852
擅	13844
螺	13836
倡	13832
渴	13800
彬	13789
帆	13767
杠	13745
酿	13740
锻	13700
悔	13691
炫	13679
拐	13666
坠	13665
匿	13622
衷	13613
沽	13573
肇	13564
盒	13527
臂	13462
吵	13456
舆	13437
萧	13416
祸	13406
豫	13393
幽	13389
轿	13364
恨	13301
脆	13281
胖	13229
轩	13191
吻	13181
罕	13175
蹈	13139
摔	13100
竹	13088
圭	13088
浅	13079
淫	13050
娟	13035
仇	13000
眠	12926
凉	12910
氧	12901
奎	12883
衍	12880
佣	12873
厘	12860
屈	12819
贩	12815
膝	12802
滋	12799
缝	12792
癌	12775
哦	12751
夕	12740
僵	12679
捉	12665
硅	12655
莲	12650
坊	12621
弊	12604
垂	12602
侣	12511
函	12502
碧	12457
挽	12440
呆	12410
宪	12401
膨	12396
纱	12387
绯	12377
唤	12368
孝	12353
斜	12327
帐	12327
勃	12308
叙	12307
谦	12292
叔	12291
尹	12279
锌	12278
抚	12270
啸	12226
馨	12214
薛	12154
辣	12130
爬	12130
茅	12090
翁	12048
凸	12046
磁	12029
苑	11991
湿	11983
亩	11947
悠	11902
剪	11889
倪	11889
惧	11870
倩	11859
贪	11853
珊	11825
歇	11788
噪	11766
盎	11762
盐	11735
骚	11725
殴	11707
馈	11706
腻	11696
熙	11672
撒	11642
朵	11625
盯	11618
撼	11598
搏	11594
逮	11556
嫩	11553
阁	11519
吞	11508
叉	11506
鼻	11441
恼	11408
躺	11386
疏	11358
辱	11355
陌	11332
旱	11332
狮	11318
椅	11306
痕	11280
殷	11211
迄	11193
锂	11193
昔	11157
惹	11138
锅	11136
仕	11110
奸	11104
挪	11060
滩	11055
仲	11032
秩	10987
匆	10980
菌	10956
崩	10942
磅	10941
囊	10913
猎	10895
仰	10887
贿	10878
贬	10840
淑	10835
彰	10825
铅	10786
渔	10777
坞	10728
眉	10721
呵	10709
柴	10697
澜	10695
绘	10670
惟	10647
慨	10641
滴	10631
拾	10536
勾	10523
辰	10505
郝	10493
崛	10487
淋	10483
匪	10483
凝	10473
骄	10463
枝	10452
斑	10450
溪	10441
雕	10416
冈	10410
辖	10399
虫	10385
俞	10345
渝	10331
俐	10317
惩	10305
廖	10266
骤	10264
肿	10233
缠	10217
媛	10203
炜	10193
腕	10192
莓	10190
瑟	10182
肚	10172
咬	10156
罩	10127
咏	10097
萌	10083
厄	10075
牧	10052
蓉	10049
叠	10032
皓	10027
潇	10001
衬	9955
邹	9950
弯	9927
滥	9924
喻	9923
蔓	9918
凑	9904
妖	9883
陵	9870
昏	9823
巢	9813
讶	9805
悟	9757
闵	9738
溃	9723
庸	9681
郊	9666
笼	9604
胃	9602
洽	9594
逛	9583
戚	9560
驳	9555
凳	9541
槽	9519
墓	9501
遂	9494
咖	9453
谣	9435
晃	9423
韵	9409
艇	9400
玄	9392
莹	9384
卜	9380
弘	9363
谍	9346
踩	9291
巾	9283
侈	9280
牲	9259
嘛	9253
哨	9248
顽	9216
翠	9210
晴	9206
斩	9205
啡	9194
凰	9173
粤	9172
掏	9166
稻	9162
扔	9156
肠	9156
辟	9122
媳	9114
颠	9108
赁	9093
呀	9069
肝	9065
滕	9060
麟	9049
泼	9039
誓	9039
尿	9038
郅	9017
弧	8952
沸	8911
芒	8899
愉	8886
啥	8881
侨	8866
巅	8839
甩	8832
傻	8820
渗	8812
烤	8776
瑜	8728
弈	8726
坑	8719
咱	8716
奠	8701
滤	8698
卸	8679
厕	8676
啤	8673
扯	8625
蛮	8612
蝶	8606
宙	8603
牺	8600
寂	8586
卿	8579
厌	8479
谎	8474
迭	8471
碟	8466
遮	8455
蕴	8453
辐	8440
琦	8424
龚	8415
靴	8368
铲	8360
睹	8354
荧	8320
抹	8316
剥	8312
殖	8305
钓	8294
躁	8281
脖	8280
粹	8269
冶	8244
坪	8242
暨	8232
兔	8207
愁	8202
玫	8169
勋	8134
